name,address,coordinates,govprisons,private,geoprison,corecivicprison,coordinates_rev,State,stateshortname,PrisonName,stateprison,longitude,latitude,geometry
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Charles E. Johnson Correctional Center,1.0,-98.6325644,36.80500869999999,POINT (-98.6325644 36.80500869999999)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Dick Conner Correctional Center,1.0,-97.092877,35.0077519,POINT (-97.092877 35.0077519)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Dr. Eddie Warrior Correctional Center ,1.0,-95.5436477,35.7667922,POINT (-95.5436477 35.7667922)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Howard McLeod Correctional Center,1.0,-97.092877,35.0077519,POINT (-97.092877 35.0077519)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Jackie Brannon Correctional Center,1.0,-95.7827832,34.9435568,POINT (-95.7827832 34.9435568)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,James Crabtree Correctional Center,1.0,-98.2769369,36.5456681,POINT (-98.2769369 36.5456681)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Jess Dunn Correctional Center ,1.0,-95.55514559999999,35.7549155,POINT (-95.55514559999999 35.7549155)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Jim E. Hamilton Correctional Center ,1.0,-94.6369503,34.749383,POINT (-94.6369503 34.749383)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,John Lilley Correctional Center ,1.0,-97.092877,35.0077519,POINT (-97.092877 35.0077519)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Joseph Harp Correctional Center,1.0,-97.2033326,35.030862,POINT (-97.2033326 35.030862)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Lexington Assessment and Reception Center,1.0,-97.2196239,35.0164658,POINT (-97.2196239 35.0164658)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Mabel Bassett Correctional Center,1.0,-97.13122659999999,35.44485969999999,POINT (-97.13122659999999 35.44485969999999)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Mack Alford Correctional Center,1.0,-96.03514179999999,34.5253752,POINT (-96.03514179999999 34.5253752)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,North Fork Correctional Facility ,1.0,-99.6130676,35.2926902,POINT (-99.6130676 35.2926902)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Northeast Oklahoma Correctional Center,1.0,-95.1242687,36.6593172,POINT (-95.1242687 36.6593172)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,North Fork Correctional Center,1.0,-99.6130676,35.2926902,POINT (-99.6130676 35.2926902)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Oklahoma State Penitentiary,1.0,-95.7825084,34.952923,POINT (-95.7825084 34.952923)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,William S. Key Correctional Center,1.0,-99.55572459999999,36.57170410000001,POINT (-99.55572459999999 36.57170410000001)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Clara Waters Community Corrections Center,1.0,-97.44889099999999,35.5716553,POINT (-97.44889099999999 35.5716553)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Enid Community Corrections Center,1.0,-97.8480196,36.3956379,POINT (-97.8480196 36.3956379)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Lawton Community Corrections Center,1.0,-98.39642579999999,34.5655578,POINT (-98.39642579999999 34.5655578)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Oklahoma City Community Corrections Center,1.0,-97.519539,35.4688692,POINT (-97.519539 35.4688692)
,,,1.0,0.0,0.0,0.0,,Oklahoma,OK,Union City Community Corrections Center,1.0,-97.9361052,35.4002935,POINT (-97.9361052 35.4002935)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Coffee Creek Correctional Facility, Wilsonville ",1.0,-122.7899479,45.3412581,POINT (-122.7899479 45.3412581)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Columbia River Correctional Institution, Portland ",1.0,-122.6368837,45.5891201,POINT (-122.6368837 45.5891201)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Deer Ridge Correctional Institution, Madras ",1.0,-121.052728,44.6368596,POINT (-121.052728 44.6368596)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Eastern Oregon Correctional Institution, Pendleton ",1.0,-118.8171394,45.67212610000001,POINT (-118.8171394 45.67212610000001)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Mill Creek Correctional Facility, Salem",1.0,-122.9740044,44.8754685,POINT (-122.9740044 44.8754685)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Oregon State Correctional Institution, Salem",1.0,-122.9487206,44.8973399,POINT (-122.9487206 44.8973399)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Oregon State Penitentiary, Salem",1.0,-123.0073097,44.9320905,POINT (-123.0073097 44.9320905)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Powder River Correctional Facility, Baker City ",1.0,-117.8437656,44.7916382,POINT (-117.8437656 44.7916382)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Santiam Correctional Institution, Salem",1.0,-122.9616428,44.8916846,POINT (-122.9616428 44.8916846)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Shutter Creek Correctional Institution, North Bend",1.0,-124.1759268,43.5338532,POINT (-124.1759268 43.5338532)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"South Fork Forest Camp, Tillamook",1.0,-123.4640504,45.5893658,POINT (-123.4640504 45.5893658)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Snake River Correctional Institution, Ontario",1.0,-117.0629293,44.0788844,POINT (-117.0629293 44.0788844)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Two Rivers Correctional Institution, Umatilla ",1.0,-119.260887,45.92303159999999,POINT (-119.260887 45.92303159999999)
,,,1.0,0.0,0.0,0.0,,Oregon,OR,"Warner Creek Correctional Facility, Lakeview",1.0,-120.3783569,42.2450981,POINT (-120.3783569 42.2450981)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Cambridge Springs,1.0,-80.05397789999999,41.7972122,POINT (-80.05397789999999 41.7972122)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Muncy,1.0,-76.8254935,41.2025199,POINT (-76.8254935 41.2025199)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Laurel Highlands,1.0,-79.0431589,40.0035547,POINT (-79.0431589 40.0035547)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Mercer,1.0,-80.2203923,41.2070367,POINT (-80.2203923 41.2070367)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,Motivational Bootcamp – Quehanna,1.0,-78.1444576,41.1854643,POINT (-78.1444576 41.1854643)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Waymart,1.0,-75.4291995,41.5740281,POINT (-75.4291995 41.5740281)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Albion,1.0,-80.3658763,41.8772525,POINT (-80.3658763 41.8772525)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Benner Township,1.0,-77.7780752,40.8592307,POINT (-77.7780752 40.8592307)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Coal Township,1.0,-76.5552235,40.806485,POINT (-76.5552235 40.806485)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Chester,1.0,-75.3516276,39.8512493,POINT (-75.3516276 39.8512493)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Dallas,1.0,-76.0097163,41.273859,POINT (-76.0097163 41.273859)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Houtzdale,1.0,-78.35639239999999,40.8122215,POINT (-78.35639239999999 40.8122215)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Mahanoy,1.0,-76.1779966,40.7912294,POINT (-76.1779966 40.7912294)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Rockview,1.0,-77.7762949,40.8499,POINT (-77.7762949 40.8499)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Somerset,1.0,-79.0431589,40.0035547,POINT (-79.0431589 40.0035547)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Camp Hill,1.0,-76.92653899999999,40.215886,POINT (-76.92653899999999 40.215886)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Huntingdon,1.0,-78.0277236,40.4917021,POINT (-78.0277236 40.4917021)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Smithfield,1.0,-80.1383972,39.9046584,POINT (-80.1383972 39.9046584)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Fayette,1.0,-79.9881499,40.00038230000001,POINT (-79.9881499 40.00038230000001)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Forest,1.0,-79.1008918,41.4820964,POINT (-79.1008918 41.4820964)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Frackville,1.0,-76.2082638,40.7711373,POINT (-76.2082638 40.7711373)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Phoenix,1.0,-75.421379,40.2283897,POINT (-75.421379 40.2283897)
,,,1.0,0.0,0.0,0.0,,Pennsylvania,PA,State Correctional Institution – Greene,1.0,-80.13842559999999,39.9046307,POINT (-80.13842559999999 39.9046307)
,,,1.0,0.0,0.0,0.0,,Rhode Island,RI,Anthony P. Travisono Intake Service Center,1.0,-71.46388689999999,41.7487813,POINT (-71.46388689999999 41.7487813)
,,,1.0,0.0,0.0,0.0,,Rhode Island,RI,High Security Center (inmate capacity 138),1.0,-71.46184939999999,41.749379,POINT (-71.46184939999999 41.749379)
,,,1.0,0.0,0.0,0.0,,Rhode Island,RI,Rhode Island Maximum Security Prison,1.0,-71.455893,41.746611,POINT (-71.455893 41.746611)
,,,1.0,0.0,0.0,0.0,,Rhode Island,RI,John J. Moran Medium Security Facility,1.0,-71.46825199999999,41.7417279,POINT (-71.46825199999999 41.7417279)
,,,1.0,0.0,0.0,0.0,,Rhode Island,RI,Gloria McDonald Maximum and Medium Security Facility,1.0,-71.46825199999999,41.7417279,POINT (-71.46825199999999 41.7417279)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Allendale Correctional Institution,1.0,-81.269021,32.9682678,POINT (-81.269021 32.9682678)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Broad River Correctional Institution,1.0,-81.0969014,34.0729797,POINT (-81.0969014 34.0729797)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Broad River Secure Facility,1.0,-81.19666341006162,34.13560579886563,POINT (-81.19666341006162 34.13560579886563)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Camille Griffin Graham Correctional Institution,1.0,-81.1042563,34.0756166,POINT (-81.1042563 34.0756166)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Evans Correctional Institution,1.0,-79.7126646,34.6530501,POINT (-79.7126646 34.6530501)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Goodman Correctional Institution ,1.0,-81.11676299999999,34.0691385,POINT (-81.11676299999999 34.0691385)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Kershaw Correctional Institution,1.0,-80.5489884,34.5957509,POINT (-80.5489884 34.5957509)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Kirkland Correctional Institution,1.0,-81.0986381,34.0709501,POINT (-81.0986381 34.0709501)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Leath Correctional Institution,1.0,-82.14400289999999,34.2532637,POINT (-82.14400289999999 34.2532637)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Lee Correctional Institution,1.0,-80.2260938,34.1989591,POINT (-80.2260938 34.1989591)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Lieber Correctional Institution,1.0,-80.29068099999999,33.0858296,POINT (-80.29068099999999 33.0858296)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Livesay Correctional Institution ,1.0,-81.9865894,34.9776685,POINT (-81.9865894 34.9776685)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,MacDougall Correctional Institution,1.0,-80.2954177,33.1685905,POINT (-80.2954177 33.1685905)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Manning Correctional Institution ,1.0,-80.98962949999999,34.080501,POINT (-80.98962949999999 34.080501)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,McCormick Correctional Institution,1.0,-82.24979859999999,33.9285474,POINT (-82.24979859999999 33.9285474)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Palmer Pre-Release Center,1.0,-81.1637245,33.836081,POINT (-81.1637245 33.836081)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Perry Correctional Institution,1.0,-81.31193789999999,33.6268478,POINT (-81.31193789999999 33.6268478)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Ridgeland Correctional Institution,1.0,-80.96760809999999,32.4947407,POINT (-80.96760809999999 32.4947407)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Trenton Correctional Institution,1.0,-81.8418188,33.7143267,POINT (-81.8418188 33.7143267)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Turbeville Correctional Institution,1.0,-80.0819925,33.887179,POINT (-80.0819925 33.887179)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Tyger River Correctional Institution,1.0,-81.82621759999999,34.7135581,POINT (-81.82621759999999 34.7135581)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Walden Correctional Institution ,1.0,-81.11589719999999,34.0684215,POINT (-81.11589719999999 34.0684215)
,,,1.0,0.0,0.0,0.0,,South Carolina,SC,Wateree River Correctional Institution ,1.0,-80.5692428,34.0885809,POINT (-80.5692428 34.0885809)
,,,1.0,0.0,0.0,0.0,,South Dakota,SD,Mike Durfee State Prison Springfield,1.0,-97.8997193,42.8609476,POINT (-97.8997193 42.8609476)
,,,1.0,0.0,0.0,0.0,,South Dakota,SD,South Dakota State Penitentiary Sioux Falls,1.0,-96.7249956,43.5667657,POINT (-96.7249956 43.5667657)
,,,1.0,0.0,0.0,0.0,,South Dakota,SD,South Dakota Women's Prison in Pierre ,1.0,-100.3082027,44.3578376,POINT (-100.3082027 44.3578376)
,,,1.0,0.0,0.0,0.0,,South Dakota,SD,Rapid City Minimum Center Rapid City,1.0,-103.1876654,44.0584207,POINT (-103.1876654 44.0584207)
,,,1.0,0.0,0.0,0.0,,South Dakota,SD,Yankton Minimum Center Yankton,1.0,-97.39728129999999,42.87110879999999,POINT (-97.39728129999999 42.87110879999999)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Bledsoe County Correctional Complex,1.0,-85.25233519999999,35.7452936,POINT (-85.25233519999999 35.7452936)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Lois M. DeBerry Special Needs Facility,1.0,-86.9053881,36.1918486,POINT (-86.9053881 36.1918486)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Morgan County Correctional Complex,1.0,-84.5388412,36.1104583,POINT (-84.5388412 36.1104583)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Northeast Correctional Complex,1.0,-81.8853735,36.4477193,POINT (-81.8853735 36.4477193)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Carter County Annex,1.0,-82.1062159,36.2113088,POINT (-82.1062159 36.2113088)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Northwest Correctional Complex,1.0,-89.4533356,36.4154562,POINT (-89.4533356 36.4154562)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Riverbend Maximum Security Institution,1.0,-86.9018394,36.1854601,POINT (-86.9018394 36.1854601)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Turney Center Industrial Complex,1.0,-87.6878606,35.8317666,POINT (-87.6878606 35.8317666)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,Turney Center Annex,1.0,-87.9911339,35.3707447,POINT (-87.9911339 35.3707447)
,,,1.0,0.0,0.0,0.0,,Tennessee,TN,West Tennessee State Penitentiary,1.0,-89.7469953,35.6711396,POINT (-89.7469953 35.6711396)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Eastham Unit,1.0,-101.8806177,33.57085,POINT (-101.8806177 33.57085)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Ellis Unit,1.0,-95.45522790000001,30.88494009999999,POINT (-95.45522790000001 30.88494009999999)
,,,1.0,0.0,0.0,0.0,,Texas,TX,W.J. Estelle Unit,1.0,-99.9018131,31.9685988,POINT (-99.9018131 31.9685988)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Ferguson Unit,1.0,-95.7046901,30.9581999,POINT (-95.7046901 30.9581999)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Thomas Goree Unit,1.0,-95.5158622,30.67399679999999,POINT (-95.5158622 30.67399679999999)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Huntsville Unit – Texas State Penitentiary at Huntsville,1.0,-95.5465364,30.7217818,POINT (-95.5465364 30.7217818)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Gib Lewis Unit,1.0,-94.3976533,30.7960044,POINT (-94.3976533 30.7960044)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Allan B. Polunsky Unit,1.0,-95.0147286,30.6984603,POINT (-95.0147286 30.6984603)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Wynne Unit,1.0,-95.5764671,30.7404707,POINT (-95.5764671 30.7404707)
,,,1.0,0.0,0.0,0.0,,Texas,TX,George Beto Unit,1.0,-95.8231687,31.7547889,POINT (-95.8231687 31.7547889)
,,,1.0,0.0,0.0,0.0,,Texas,TX,William R. Boyd Unit,1.0,-96.19956429999999,31.6717321,POINT (-96.19956429999999 31.6717321)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Coffield Unit,1.0,-95.8933227,31.7902763,POINT (-95.8933227 31.7902763)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Mark W. Michael Unit,1.0,-95.9032419,31.79414299999999,POINT (-95.9032419 31.79414299999999)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Louie C. Powledge Unit,1.0,-95.80287369999999,31.7342262,POINT (-95.80287369999999 31.7342262)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Barry Telford Unit,1.0,-94.4780006,33.4224812,POINT (-94.4780006 33.4224812)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Clemens Unit,1.0,-95.5181374,28.9904831,POINT (-95.5181374 28.9904831)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Darrington Unit,1.0,-95.4898681,29.4003524,POINT (-95.4898681 29.4003524)
,,,1.0,0.0,0.0,0.0,,Texas,TX,L.V. Hightower Unit,1.0,-94.93288419999999,30.1025028,POINT (-94.93288419999999 30.1025028)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Jester III Unit (formerly Harlem III),1.0,-73.9464769,40.8115504,POINT (-73.9464769 40.8115504)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Ramsey Unit (formerly W. F. Ramsey I Unit),1.0,-96.40135649999999,29.6538478,POINT (-96.40135649999999 29.6538478)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Mark W. Stiles Unit,1.0,-94.0524485,29.9882945,POINT (-94.0524485 29.9882945)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Richard P. LeBlanc Unit,1.0,-99.9018131,31.9685988,POINT (-99.9018131 31.9685988)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Stringfellow Unit (formerly W. F. Ramsey II Unit),1.0,-95.5467978,29.285969,POINT (-95.5467978 29.285969)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Terrell Unit (formerly W. F. Ramsey III Unit),1.0,-95.5366839,29.29875359999999,POINT (-95.5366839 29.29875359999999)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Carol Vance Unit (formerly Harlem II and Jester II),1.0,-99.9018131,31.9685988,POINT (-99.9018131 31.9685988)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Dolph Briscoe Unit,1.0,-99.19022249999999,28.661475,POINT (-99.19022249999999 28.661475)
,,,1.0,0.0,0.0,0.0,,Texas,TX,John B. Connally Unit,1.0,-97.83556800000001,28.774441,POINT (-97.83556800000001 28.774441)
,,,1.0,0.0,0.0,0.0,,Texas,TX,James Lynaugh Unit,1.0,-103.0513076,30.7880802,POINT (-103.0513076 30.7880802)
,,,1.0,0.0,0.0,0.0,,Texas,TX,William G. McConnell Unit,1.0,-97.7194203,28.372978,POINT (-97.7194203 28.372978)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Clarence N. Stevenson Unit,1.0,-97.2977848,29.1335439,POINT (-97.2977848 29.1335439)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Ruben M. Torres Unit,1.0,-99.19819799999999,29.3507444,POINT (-99.19819799999999 29.3507444)
,,,1.0,0.0,0.0,0.0,,Texas,TX,James V. Allred Unit,1.0,-98.5951858,33.9745196,POINT (-98.5951858 33.9745196)
,,,1.0,0.0,0.0,0.0,,Texas,TX,"William P. ""Bill"" Clements Unit",1.0,-99.9018131,31.9685988,POINT (-99.9018131 31.9685988)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Dalhart Unit,1.0,-102.5618252,36.02365959999999,POINT (-102.5618252 36.02365959999999)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Price Daniel Unit,1.0,-100.8174847,32.7206416,POINT (-100.8174847 32.7206416)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Rufe Jordan Unit,1.0,-100.8876001,35.5668709,POINT (-100.8876001 35.5668709)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Nathaniel J. Neal Unit,1.0,-101.7358297,35.2392822,POINT (-101.7358297 35.2392822)
,,,1.0,0.0,0.0,0.0,,Texas,TX,"T.L. Roach, Jr. Unit ",1.0,-100.2750884,34.4301205,POINT (-100.2750884 34.4301205)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Preston E. Smith Unit,1.0,-101.9111312,32.7266408,POINT (-101.9111312 32.7266408)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Daniel Webster Wallace Unit,1.0,-100.8802294,32.4001066,POINT (-100.8802294 32.4001066)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Crain Unit (Formerly the Gatesville Unit),1.0,-97.7389354,31.4720943,POINT (-97.7389354 31.4720943)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Hilltop Unit,1.0,-97.7350927,31.4767101,POINT (-97.7350927 31.4767101)
,,,1.0,0.0,0.0,0.0,,Texas,TX,William P. Hobby Unit ,1.0,-96.91028539999999,31.2537933,POINT (-96.91028539999999 31.2537933)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Alfred D. Hughes Unit,1.0,-97.70430879999999,31.4874179,POINT (-97.70430879999999 31.4874179)
,,,1.0,0.0,0.0,0.0,,Texas,TX,O.L. Luther Unit,1.0,-96.0581742,30.2637624,POINT (-96.0581742 30.2637624)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Bartlett State Jail,1.0,-97.44276599999999,30.794482,POINT (-97.44276599999999 30.794482)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Mountain View Unit,1.0,-97.72926810000001,31.4855155,POINT (-97.72926810000001 31.4855155)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Dr. Lane Murray Unit,1.0,-97.72844150000002,31.477928,POINT (-97.72844150000002 31.477928)
,,,1.0,0.0,0.0,0.0,,Texas,TX,Wallace Pack Unit,1.0,-96.10614520000001,30.3244896,POINT (-96.10614520000001 30.3244896)
,,,1.0,0.0,0.0,0.0,,Texas,TX,French M. Robertson Unit,1.0,-99.63294979999999,32.5586,POINT (-99.63294979999999 32.5586)
,,,1.0,0.0,0.0,0.0,,Utah,UT,"Central Utah Correctional Facility, Gunnison",1.0,-111.8104276,39.1656841,POINT (-111.8104276 39.1656841)
,,,1.0,0.0,0.0,0.0,,Utah,UT,"Utah State Correctional Facility, Salt Lake City",1.0,-112.0901632,40.8015661,POINT (-112.0901632 40.8015661)
,,,1.0,0.0,0.0,0.0,,Vermont,VT,Northern State Correctional Facility,1.0,-72.191236,44.9067579,POINT (-72.191236 44.9067579)
,,,1.0,0.0,0.0,0.0,,Vermont,VT,Chittenden Regional Correctional Facility,1.0,-72.9962431,44.3959289,POINT (-72.9962431 44.3959289)
,,,1.0,0.0,0.0,0.0,,Vermont,VT,Marble Valley Regional Correctional Facility,1.0,-72.99069639999999,43.6092883,POINT (-72.99069639999999 43.6092883)
,,,1.0,0.0,0.0,0.0,,Vermont,VT,Northeast Regional Correctional Facility,1.0,-72.57784149999999,44.5588028,POINT (-72.57784149999999 44.5588028)
,,,1.0,0.0,0.0,0.0,,Vermont,VT,Northwest State Correctional Facility,1.0,-73.1328391,44.8500659,POINT (-73.1328391 44.8500659)
,,,1.0,0.0,0.0,0.0,,Vermont,VT,Southern State Correctional Facility,1.0,-72.438374,43.26875,POINT (-72.438374 43.26875)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Augusta Correctional Center,1.0,-79.3676011,38.0612932,POINT (-79.3676011 38.0612932)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Appalachian Detention Center,1.0,-82.78220379999999,36.9056476,POINT (-82.78220379999999 36.9056476)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Baskerville Correctional Center,1.0,-78.3016312,36.7224434,POINT (-78.3016312 36.7224434)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Bland Correctional Center,1.0,-80.88909749999999,37.1703737,POINT (-80.88909749999999 37.1703737)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Brunswick Work Center,1.0,-77.82188049999999,36.7766559,POINT (-77.82188049999999 36.7766559)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Buckingham Correctional Center,1.0,-78.4741592,37.5651283,POINT (-78.4741592 37.5651283)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Caroline Correctional Unit,1.0,-77.3317957,37.8328174,POINT (-77.3317957 37.8328174)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Central Virginia Correctional Unit #13,1.0,-78.6568942,37.4315734,POINT (-78.6568942 37.4315734)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Coffeewood Correctional Center,1.0,-78.0192266,38.3651188,POINT (-78.0192266 38.3651188)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Cold Springs Correctional Unit #10,1.0,-79.1513822,37.9917441,POINT (-79.1513822 37.9917441)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Culpeper Correctional Facility for Women,1.0,-77.9961177,38.4733465,POINT (-77.9961177 38.4733465)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Deep Meadow Correctional Center,1.0,-77.84979899999999,37.6221513,POINT (-77.84979899999999 37.6221513)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Deerfield Correctional Center,1.0,-77.2447433,36.7282943,POINT (-77.2447433 36.7282943)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Dillwyn Correctional Center,1.0,-78.4710652,37.5728476,POINT (-78.4710652 37.5728476)
,,,1.0,0.0,0.0,0.0,,Virginia,VA,Fluvanna Correctional Center for Women,1.0,-78.27008359999999,37.9845093,POINT (-78.27008359999999 37.9845093)
